,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,final_grade
186,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11.333333333333334
187,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15.0
188,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8.0
189,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,9.0
190,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,12.0
191,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8.333333333333334
192,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7.666666666666667
193,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,9.0
194,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13.666666666666666
195,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14.666666666666666
196,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,16.0
197,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9.333333333333334
198,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18.0
199,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9.333333333333334
200,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16.0
201,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,9.333333333333334
202,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9.333333333333334
203,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,6.333333333333333
204,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10.333333333333334
205,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,9.333333333333334
206,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7.0
207,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,12.0
208,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9.333333333333334
209,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7.0
210,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8.0
211,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12.333333333333334
212,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,13.0
213,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,7.0
214,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,9.333333333333334
215,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14.666666666666666
216,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,5.333333333333333
217,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6.666666666666667
218,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7.333333333333333
219,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9.666666666666666
220,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6.0
221,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,3.6666666666666665
222,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16.333333333333332
223,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12.666666666666666
224,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13.333333333333334
225,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,8.0
226,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,15.333333333333334
227,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,11.666666666666666
228,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,9.0
229,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,11.333333333333334
230,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13.333333333333334
231,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11.0
232,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,9.666666666666666
233,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,13.333333333333334
234,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,7.333333333333333
235,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,10.0
236,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,13.333333333333334
237,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,12.333333333333334
238,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,11.666666666666666
239,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,4.666666666666667
240,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12.0
241,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,11.0
242,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,2.0
243,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,12.333333333333334
244,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,2.3333333333333335
245,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18.0
246,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12.333333333333334
247,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,7.333333333333333
248,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,4.333333333333333
249,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,14.333333333333334
250,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,7.333333333333333
251,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,9.0
252,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7.666666666666667
253,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8.333333333333334
254,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,10.666666666666666
255,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,8.0
256,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,13.0
257,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11.0
258,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,14.333333333333334
259,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,6.333333333333333
260,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17.666666666666668
261,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8.0
262,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,12.333333333333334
263,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,9.333333333333334
264,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,6.333333333333333
265,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17.0
266,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9.333333333333334
267,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,11.0
268,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,9.666666666666666
269,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,2.0
270,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9.0
271,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,14.333333333333334
272,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11.0
273,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,14.333333333333334
274,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10.0
275,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12.0
276,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,9.333333333333334
277,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9.0
278,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,8.333333333333334
279,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10.333333333333334
280,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8.0
281,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,10.0
282,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12.0
283,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,9.0
284,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10.0
285,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,11.0
286,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18.333333333333332
287,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,12.333333333333334
288,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,14.333333333333334
289,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,14.333333333333334
290,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,11.333333333333334
291,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15.0
292,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12.333333333333334
293,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18.0
294,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,13.666666666666666
295,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,12.333333333333334
296,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,6.333333333333333
297,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,8.666666666666666
298,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,13.666666666666666
299,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,15.666666666666666
300,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,11.0
301,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,10.666666666666666
302,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,13.666666666666666
303,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17.333333333333332
304,GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,14.0
305,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,12.666666666666666
306,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17.666666666666668
307,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8.333333333333334
308,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,13.0
309,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,10.666666666666666
310,GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,6.0
311,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,13.0
312,GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,11.666666666666666
313,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,11.333333333333334
314,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,13.666666666666666
315,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,11.666666666666666
316,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,5.333333333333333
317,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9.333333333333334
318,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,10.666666666666666
319,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11.0
320,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13.0
321,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,9.666666666666666
322,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11.0
323,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,13.666666666666666
324,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,15.333333333333334
325,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,10.666666666666666
326,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,15.0
327,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,10.333333333333334
328,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,9.333333333333334
329,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14.0
330,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,8.333333333333334
331,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,13.333333333333334
332,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,2.3333333333333335
333,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,5.333333333333333
334,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,6.333333333333333
335,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,15.333333333333334
336,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,13.333333333333334
337,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,5.0
338,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16.0
339,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9.666666666666666
340,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11.333333333333334
341,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,6.666666666666667
342,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,15.333333333333334
343,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,5.666666666666667
344,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,10.333333333333334
345,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13.333333333333334
346,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,15.666666666666666
347,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,9.666666666666666
348,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,14.333333333333334
349,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,12.333333333333334
350,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,7.666666666666667
351,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13.0
352,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,7.666666666666667
353,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8.0
354,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,11.666666666666666
355,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,9.333333333333334
356,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12.666666666666666
357,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,11.666666666666666
358,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10.0
359,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,16.666666666666668
360,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13.0
361,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,12.333333333333334
362,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,10.666666666666666
363,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,15.333333333333334
364,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,11.666666666666666
365,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10.0
366,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13.0
367,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,4.333333333333333
368,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,10.333333333333334
369,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,12.333333333333334
370,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7.666666666666667
371,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,12.666666666666666
372,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,11.666666666666666
373,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,5.333333333333333
